X1,X2,X3,X4,X5,X6,X7,X8
6,1,0.558063257,0.153577996,0.953268555,0.323031291,0.67544519,0.220277946
6,1,0.555015872,0.112475265,0.955789409,0.374884677,0.682531336,0.284945564
6,1,0.550233724,0.179399334,0.947582316,0.341720851,0.674929978,0.262349139
6,1,0.546859876,0.175024562,0.948077048,0.324698105,0.679107967,0.288096402
6,1,0.555054102,0.123661661,0.953236416,0.351619942,0.674049754,0.276486855
6,1,0.551657697,0.12093415,0.954182767,0.417506684,0.675964815,0.32378074
6,1,0.558084131,0.122388505,0.957479463,0.360193781,0.678469194,0.261204719
6,1,0.54888035,0.12551719,0.948930624,0.328538352,0.670245566,0.292342332
6,1,0.556604055,0.1144334,0.957280649,0.400748943,0.679837138,0.252720043
6,1,0.554952887,0.087211687,0.955274987,0.38242544,0.677633042,0.270008193
6,1,0.551059534,0.14020207,0.94998637,0.312135073,0.671284565,0.27308805
6,1,0.552055537,0.15805874,0.955791952,0.265988858,0.682826297,0.27886779
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
1,2,0.520907105,0.072990647,0.94558078,0.634216768,0.512599836,0.317228598
